fn,firstSentence,basedOn,code
Indobit-A-NYT1986_501-1000-305.txt,"Sippie Wallace, a major blues singer and songwriter of the 1920's, died Saturday at Sinai Hospital in Detroit.",singer," 152
"
Indobit-A-NYT1980_501-904-205.txt,"George Raft, the movie actor who specialized in gangster roles, died yesterday of leukemia in Hollywood.",actor," 150
"
Indobit-A-NYT1986_1-500-2.txt,"David Schwartz, the founder of Jonathan Logan Inc., one of the country's largest producers of women's apparel, died on Saturday after a long illness at his home in Manhattan.",producer," 159, 187, 962
"
Indobit-A-NYT1986_1-500-2.txt,"David Schwartz, the founder of Jonathan Logan Inc., one of the country's largest producers of women's apparel, died on Saturday after a long illness at his home in Manhattan.",producers," 159, 187, 962
"
Indobit-A-NYT1983 - July 1 - Sep 30-153.txt,"James Jamerson, whose electric bass backed many of Detroit's biggest musical stars, died Tuesday, his wife said today.",bass,KZ-Instrument
Indobit-A-NYT1983 - July 1 - Sep 30-153.txt,"James Jamerson, whose electric bass backed many of Detroit's biggest musical stars, died Tuesday, his wife said today.",electric bass,KZ-Instrument
Indobit-A-NYT1983 - July 1 - Sep 30-153.txt,"James Jamerson, whose electric bass backed many of Detroit's biggest musical stars, died Tuesday, his wife said today.",musical,KZ-Forms of Music
Indobit-A-NYT1986_1001-1500-85.txt,"Howard C. Clark Jr., director of promotion and public affairs of the New York State Department of Agriculture and Markets, died of leukemia Monday at the Albany Medical Center in Albany.",director," 150, 159
"
Indobit-A-NYT1986_1-500-296.txt,"Henry J. Friendly, a Federal judge in New York for 27 years and a man with a national reputation for crafting scholarly, well-written legal opinions, died in his Park Avenue apartment in Manhattan yesterday, apparently a suicide, the police said.",judge," 111
"
Indobit-A-NYT1987 - April 1 - June 30-207.txt,"Wilbur J. Cohen, the architect of Medicare and other social legislation who served as Secretary of Health, Education and Welfare toward the end of the Johnson Administration, died early yesterday at the Plaza Hotel in Seoul, South Korea, where he was attending a symposium.",architect," 001
"
Indobit-A-NYT1982_501-1000-157.txt,"Ray Nash, professor emeritus of art at Dartmouth College, a graphic-arts historian and calligraphy expert, died May 21 at his home in Royalton, Vt.",historian," 052
"
Indobit-A-NYT1982_1001-1500-130.txt,"Emmet John Hughes, a journalist who served as speechwriter for President Dwight D. Eisenhower and as political adviser to Gov.",journalist," 131–132
"
Indobit-A-NYT1986_501-1000-287.txt,"Joseph L. Bell, retired deputy director of zoology at the Bronx Zoo, died of a heart attack Monday while vacationing in Kenya.",director," 150, 159
"
Indobit-A-NYT1987 - Jan 1 - March 31-97.txt,"Theodore C. Streibert, first director of the United States Information Agency and a longtime broadcasting executive, died Sunday at his home in Laurel Hollow, Syosset, L.I.",director," 150, 159
"
Indobit-A-NYT1981 - April 1 - June 30-264.txt,"Elizabeth K. Taylor, retired director of the Riverside School in Manhattan, died Tuesday at the Yale-New Haven Hospital.",director," 150, 159
"
Indobit-A-NYT1980_501-904-47.txt,"Bayard L. England, former chairman of the Atlantic City Electric Company and a former director and chairman of the Federal Reserve Bank of Philadelphia, died Saturday at the Tenacre Foundation, a Christian Science sanitarium in Princeton, N.J.",director," 150, 159
"
Indobit-A-NYT1986_1501-1568-31.txt,"Jose Antonio Maravall, a leading Spanish historian, died of heart failure in Madrid on Dec. 19.",historian," 052
"
Indobit-A-NYT1986_1001-1500-245.txt,"Laszlo Cardinal Lekai, primate of Hungary's Roman Catholic Church, died today of a heart attack, the Hungarian radio said.",radio,KZ-Forms of Music
Indobit-A-NYT1987 - April 1 - June 30-374.txt,"Albert C. Wagner, former director of the New Jersey Division of Correction and Parole, died of a heart attack Monday in Portsmouth, England, where he was vacationing.",director," 150, 159
"
Indobit-A-NYT1984_1501-1563-41.txt,"Benjamin Gayelord Hauser, an advocate of good health through natural foods and a popular figure in Hollywood and European society, died at his home in North Hollywood, Calif., Wednesday, a family member said.",popular,KZ-Genre
Indobit-A-NYT1983 - Jan 1 - March 31-168.txt,"Emma (Sweet Emma) Barrett, a jazz pianist, died here Friday morning after she suffered a stroke Thursday.",jazz,KZ-Genre
Indobit-A-NYT1983 - Jan 1 - March 31-157.txt,"Del Rice, a longtime major league catcher who became the manager of the California Angels, died Wednesday evening while attending a benefit dinner in his honor at Los Coyotes Country Club.",country,KZ-Genre
Indobit-A-NYT1985 - April 1 - June 30-305.txt,"Patrick J. Kelleher, an art historian, teacher, author and former director of the Princeton University Art Museum, died of cancer Sunday at his home in Princeton.",historian," 052
"
Indobit-A-NYT1985 - April 1 - June 30-305.txt,"Patrick J. Kelleher, an art historian, teacher, author and former director of the Princeton University Art Museum, died of cancer Sunday at his home in Princeton.",director," 150, 159
"
Indobit-A-NYT1986_501-1000-246.txt,"Charles Haines, a partner in the architectural firm of Haines Lundberg Waehler from 1957 until 1973, died on Oct. 10 after suffering a heart attack in Green Valley, Ariz., where he lived.",architect," 001
"
Indobit-A-NYT1980_1-500-430.txt,"Katherine Anne Porter, whose critical acclaim for her short fiction outlived the later popular success of her 1962 novel, ''Ship of Fools,'' died yesterday in the Carriage Hill Nursing Home in Silver Spring, Md.",popular,KZ-Genre
Indobit-A-NYT1986_1-500-62.txt,"Ruth Kemper, a violinist, teacher, conductor and the executive director of the Turtle Bay Music School from 1956 to 1969, died Dec. 31 at her home in New York City.",director," 150, 159
"
Indobit-A-NYT1984_501-1000-297.txt,"Don Elliott, a jazz vibraphonist, singer and composer who was featured with George Shearing and Benny Goodman and had his own production company making television commercials for more than 20 years, died of cancer yesterday at his home in Weston, Conn.",composer," 152
"
Indobit-A-NYT1984_501-1000-297.txt,"Don Elliott, a jazz vibraphonist, singer and composer who was featured with George Shearing and Benny Goodman and had his own production company making television commercials for more than 20 years, died of cancer yesterday at his home in Weston, Conn.",singer," 152
"
Indobit-A-NYT1984_501-1000-297.txt,"Don Elliott, a jazz vibraphonist, singer and composer who was featured with George Shearing and Benny Goodman and had his own production company making television commercials for more than 20 years, died of cancer yesterday at his home in Weston, Conn.",jazz,KZ-Genre
Indobit-A-NYT1986_1-500-353.txt,"Dr. Eugene Y. Berger, an authority on Alzheimer's disease and director of medical services at the Morningside House nursing home in the Bronx, died of a heart attack Sunday at his home in Yonkers.",director," 150, 159
"
Indobit-A-NYT1985 - Jan 1 - March 31-180.txt,"Alford Armstrong Perryman, a dancer, choreographer and teacher, died of pneumonia on Jan. 19 at his home in Brooklyn.",choreographer," 962
"
Indobit-A-NYT1985 - Jan 1 - March 31-180.txt,"Alford Armstrong Perryman, a dancer, choreographer and teacher, died of pneumonia on Jan. 19 at his home in Brooklyn.",dancer," 151
"
Indobit-A-NYT1981 - Oct 1 - Dec 31-118.txt,"For the architect Philip Johnson, he was ''one of the few great men of our century - with awesome strength of character, torrential passion, a flaming and fierce loyalty.''",architect," 001
"
Indobit-A-NYT1984_1-500-156.txt,"Bricktop, the ''peerless and witty'' singer and entertainer and the doyenne of cafe society in Paris during the 20's and 30's, was given an affectionate farewell yesterday at a funeral service in Manhattan.",singer," 152
"
Indobit-A-NYT1982_1-500-176.txt,"The official who supervises New York City's shelter program for homeless men and women died of an apparent heart attack early yesterday after arranging the emergency transfer of an ill ''shopping-bag lady'' from Grand Central Terminal to Bellevue Hospital. The official, Charles H. Gay, the 51-year-old director of the Human Resources Administration's Bureau of Service Operations, died at Kings County Hospital at 3:35 A.M. after being taken there from his home at 5444 Kings Highway in Brooklyn.",director," 150, 159
"
Indobit-A-NYT1986_501-1000-277.txt,"Lawrence L. Klingman, an author, journalist and public-relations executive, died of emphysema Oct. 20 in Carlsbad, Calif., where he lived in retirement.",journalist," 131–132
"
Indobit-A-NYT1980_1-500-235.txt,"Katharine Drew Hallgarten, a lawyer who specialized in communications law, died July 19 in a nursing home in Washington after a long illness.",lawyer," 110–111
"
Indobit-A-NYT1982_1001-1500-223.txt,"Robert L. Allen, professor emeritus of linguistics and education at Teachers College, Columbia University, died Saturday at his home in Leonia, N.J., after a long illness.",linguist," 059
"
Indobit-A-NYT1986_501-1000-285.txt,"More than 1,000 people connected with Broadway paid memorial tribute to one of their own, the conductor and composer Stanley Lebowsky, at the Marriot Marquis Theater yesterday.",composer," 152
"
Indobit-A-NYT1986_1-500-348.txt,"Lucia Victor, a production stage manager and director of the Broadway theater who was long associated with the producer David Merrick and the director-choreographer Gower Champion, died Saturday at her home in Chappaqua, N.Y. She was 74 years old.",producer," 159, 187, 962
"
Indobit-A-NYT1986_1-500-348.txt,"Lucia Victor, a production stage manager and director of the Broadway theater who was long associated with the producer David Merrick and the director-choreographer Gower Champion, died Saturday at her home in Chappaqua, N.Y. She was 74 years old.",choreographer," 962
"
Indobit-A-NYT1986_1-500-348.txt,"Lucia Victor, a production stage manager and director of the Broadway theater who was long associated with the producer David Merrick and the director-choreographer Gower Champion, died Saturday at her home in Chappaqua, N.Y. She was 74 years old.",director," 150, 159
"
Indobit-A-NYT1987 - April 1 - June 30-253.txt,"Robert F. Giegengack, a former Latin teacher who spent 29 years as the track and field coach at Yale University and led the United States team at the 1964 Olympics in Tokyo, died on Monday at the Yale-New Haven Hospital.",Latin,KZ-Genre
Indobit-A-NYT1987 - April 1 - June 30-253.txt,"Robert F. Giegengack, a former Latin teacher who spent 29 years as the track and field coach at Yale University and led the United States team at the 1964 Olympics in Tokyo, died on Monday at the Yale-New Haven Hospital.",track,KZ-Forms of Music
Indobit-A-NYT1985 - Jan 1 - March 31-377.txt,"Edgar P. Richardson, a leading art historian and a co-founder of the Archives of American art, died Wednesday at the Cathedral Village Retirement Community in Philadelphia after having suffered several strokes in recent weeks.",historian," 052
"
Indobit-A-NYT1986_501-1000-297.txt,"Dr. Robert S. Mulliken, a University of Chicago scientist and Nobel laureate who helped propel chemistry into the atomic era, died Friday in Arlington, Va., at the home of his daughter.",chemist," 022
"
Indobit-A-NYT1985 - Jan 1 - March 31-349.txt,"Charles A. Siepmann, professor emeritus of communications at New York University and one of the early and influential critics of the quality of radio and television broadcasting, died of a heart attack Tuesday at his home in London.",radio,KZ-Forms of Music
Indobit-A-NYT1986_1001-1500-17.txt,"The Argentine economist Raul Prebisch, who helped shape economic development throughout the developing world, died yesterday at age 85.",economist," 050
"
Indobit-A-NYT1982_1-500-395.txt,"Harold Terkel, producer since 1965 of the CBS radio program ''World News Roundup,'' died Friday of cancer at his home in Levittown, L.I.",producer," 159, 187, 962
"
Indobit-A-NYT1982_1-500-395.txt,"Harold Terkel, producer since 1965 of the CBS radio program ''World News Roundup,'' died Friday of cancer at his home in Levittown, L.I.",radio,KZ-Forms of Music
Indobit-A-NYT1984_1001-1500-109.txt,"Harvey Stevenson, an architect who helped design the Franklin Delano Roosevelt Drive, died Wednesday at a convalescent home in Waterford, Conn.",architect," 001
"
